28
00.0	16.0	08.0	14.0	08.0	06.0	02.0	12.0	10.0	04.0	04.0	02.0	02.0	02.0	06.0	08.0	08.0	06.0	06.0	04.0	10.0	10.0	08.0	06.0	08.0	10.0	16.0	10.0	
36.0	00.0	20.0	02.0	08.0	18.0	14.0	04.0	10.0	20.0	12.0	18.0	14.0	18.0	18.0	20.0	12.0	10.0	22.0	16.0	06.0	02.0	24.0	14.0	08.0	06.0	04.0	14.0	
08.0	20.0	00.0	18.0	12.0	04.0	06.0	16.0	14.0	12.0	08.0	10.0	10.0	06.0	02.0	02.0	12.0	10.0	14.0	04.0	14.0	14.0	16.0	06.0	12.0	14.0	20.0	04.0	
114.0	102.0	18.0	00.0	06.0	16.0	12.0	02.0	08.0	18.0	10.0	16.0	12.0	16.0	16.0	18.0	10.0	08.0	20.0	14.0	04.0	04.0	22.0	12.0	06.0	04.0	02.0	12.0	
08.0	208.0	12.0	06.0	00.0	10.0	06.0	04.0	02.0	12.0	04.0	10.0	06.0	10.0	10.0	12.0	04.0	02.0	14.0	08.0	02.0	06.0	16.0	06.0	04.0	02.0	08.0	06.0	
06.0	18.0	04.0	16.0	10.0	00.0	04.0	14.0	12.0	10.0	06.0	08.0	08.0	04.0	06.0	02.0	10.0	08.0	12.0	02.0	12.0	12.0	14.0	04.0	10.0	12.0	18.0	08.0	
02.0	314.0	06.0	12.0	06.0	04.0	00.0	10.0	08.0	06.0	02.0	04.0	04.0	04.0	04.0	06.0	06.0	04.0	08.0	02.0	08.0	08.0	10.0	04.0	06.0	08.0	14.0	08.0	
12.0	04.0	16.0	02.0	04.0	14.0	10.0	00.0	06.0	16.0	08.0	14.0	10.0	14.0	14.0	16.0	08.0	06.0	18.0	12.0	02.0	06.0	20.0	10.0	04.0	02.0	04.0	10.0	
10.0	10.0	14.0	08.0	02.0	12.0	08.0	06.0	00.0	14.0	06.0	12.0	08.0	12.0	12.0	14.0	06.0	04.0	16.0	10.0	04.0	08.0	18.0	08.0	06.0	04.0	10.0	08.0	
04.0	420.0	12.0	18.0	12.0	10.0	06.0	16.0	14.0	00.0	08.0	02.0	06.0	02.0	10.0	12.0	12.0	10.0	02.0	08.0	14.0	14.0	04.0	10.0	12.0	14.0	20.0	14.0	
04.0	12.0	08.0	10.0	04.0	06.0	02.0	08.0	06.0	08.0	00.0	06.0	02.0	06.0	06.0	08.0	04.0	02.0	10.0	04.0	06.0	06.0	12.0	02.0	04.0	06.0	12.0	06.0	
02.0	18.0	10.0	16.0	10.0	08.0	04.0	14.0	12.0	02.0	06.0	00.0	04.0	04.0	08.0	10.0	10.0	08.0	04.0	06.0	12.0	12.0	06.0	08.0	10.0	12.0	18.0	12.0	
02.0	14.0	10.0	12.0	06.0	08.0	04.0	10.0	08.0	06.0	02.0	04.0	00.0	04.0	08.0	10.0	06.0	04.0	08.0	06.0	08.0	08.0	10.0	04.0	06.0	08.0	14.0	08.0	
02.0	18.0	06.0	16.0	10.0	04.0	04.0	14.0	12.0	02.0	06.0	04.0	04.0	00.0	04.0	06.0	10.0	08.0	04.0	02.0	12.0	12.0	06.0	08.0	10.0	12.0	18.0	12.0	
06.0	18.0	02.0	16.0	10.0	06.0	04.0	14.0	12.0	10.0	06.0	08.0	08.0	04.0	00.0	04.0	10.0	08.0	12.0	02.0	12.0	12.0	14.0	04.0	10.0	12.0	18.0	02.0	
08.0	20.0	02.0	18.0	12.0	02.0	06.0	16.0	14.0	12.0	08.0	10.0	10.0	06.0	04.0	00.0	12.0	10.0	14.0	04.0	14.0	14.0	16.0	06.0	12.0	14.0	20.0	06.0	
08.0	12.0	12.0	10.0	04.0	10.0	06.0	08.0	06.0	12.0	04.0	10.0	06.0	10.0	10.0	12.0	00.0	02.0	14.0	08.0	06.0	02.0	16.0	06.0	04.0	06.0	12.0	02.0	
06.0	10.0	10.0	08.0	02.0	08.0	04.0	06.0	04.0	10.0	02.0	08.0	04.0	08.0	08.0	10.0	02.0	00.0	12.0	06.0	04.0	04.0	14.0	04.0	02.0	04.0	10.0	04.0	
06.0	22.0	14.0	20.0	14.0	12.0	08.0	18.0	16.0	02.0	10.0	04.0	08.0	04.0	12.0	14.0	14.0	12.0	00.0	10.0	16.0	16.0	02.0	12.0	14.0	16.0	22.0	16.0	
04.0	16.0	04.0	14.0	08.0	02.0	02.0	12.0	10.0	08.0	04.0	06.0	06.0	02.0	02.0	04.0	08.0	06.0	10.0	00.0	10.0	10.0	12.0	02.0	08.0	10.0	16.0	04.0	
10.0	06.0	14.0	04.0	02.0	12.0	08.0	02.0	04.0	14.0	06.0	12.0	08.0	12.0	12.0	14.0	06.0	04.0	16.0	10.0	00.0	08.0	18.0	08.0	02.0	04.0	06.0	08.0	
10.0	02.0	14.0	04.0	06.0	12.0	08.0	06.0	08.0	14.0	06.0	12.0	08.0	12.0	12.0	14.0	02.0	04.0	16.0	10.0	08.0	00.0	18.0	08.0	06.0	08.0	02.0	04.0	
08.0	24.0	16.0	22.0	16.0	14.0	10.0	20.0	18.0	04.0	12.0	06.0	10.0	06.0	14.0	16.0	16.0	14.0	02.0	12.0	18.0	18.0	00.0	14.0	16.0	02.0	24.0	18.0	
06.0	14.0	06.0	12.0	06.0	04.0	04.0	10.0	08.0	10.0	02.0	08.0	04.0	08.0	04.0	06.0	06.0	04.0	12.0	02.0	08.0	08.0	14.0	00.0	06.0	08.0	14.0	02.0	
08.0	08.0	12.0	06.0	04.0	10.0	06.0	04.0	06.0	12.0	04.0	10.0	06.0	10.0	10.0	12.0	04.0	02.0	14.0	08.0	02.0	06.0	16.0	06.0	00.0	06.0	02.0	06.0	
10.0	06.0	14.0	04.0	02.0	12.0	08.0	02.0	04.0	14.0	06.0	12.0	08.0	12.0	12.0	14.0	06.0	04.0	16.0	10.0	04.0	08.0	02.0	08.0	06.0	00.0	06.0	08.0	
16.0	04.0	20.0	02.0	08.0	18.0	14.0	04.0	10.0	20.0	12.0	18.0	14.0	18.0	18.0	20.0	12.0	10.0	22.0	16.0	06.0	02.0	24.0	14.0	02.0	06.0	00.0	14.0	
10.0	14.0	04.0	12.0	06.0	08.0	08.0	10.0	08.0	14.0	06.0	12.0	08.0	12.0	02.0	06.0	02.0	04.0	16.0	04.0	08.0	04.0	18.0	02.0	06.0	08.0	14.0	00.0
